Season,No.,Team,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
1977,21,MIL,Quinn Buckner,PG,6-3,190,"August 20, 1954",us,R,Indiana
1977,"3, 5",MIL,Fred Carter,SG,6-3,185,"February 14, 1945",us,7,Mount St. Mary's University
1977,10,MIL,Bob Dandridge,SF,6-6,195,"November 15, 1947",us,7,Norfolk State
1977,20,MIL,Mickey Davis,SF,6-7,195,"June 16, 1950",us,5,Duquesne
1977,23,MIL,Alex English,SF,6-8,190,"January 5, 1954",us,R,South Carolina
1977,24,MIL,Rowland Garrett,SF,6-6,210,"July 16, 1950",us,4,Florida State
1977,45,MIL,Scott Lloyd,C,6-10,230,"December 19, 1952",us,R,Arizona State
1977,13,MIL,Glenn McDonald,SF,6-6,190,"March 18, 1952",us,2,Cal State Long Beach
1977,22,MIL,Dave Meyers,PF,6-8,215,"April 21, 1953",us,1,UCLA
1977,"31, 35",MIL,Swen Nater,C,6-11,240,"January 14, 1950",nl,3,"Cypress College, UCLA"
1977,15,MIL,Jim Price,PG,6-3,195,"November 27, 1949",us,4,Louisville
1977,18,MIL,Kevin Restani,PF,6-9,225,"December 23, 1951",us,2,San Francisco
1977,3,MIL,Elmore Smith,C,7-0,250,"May 9, 1949",us,5,Kentucky State University
1977,11,MIL,Lloyd Walton,PG,6-0,160,"November 23, 1953",us,R,Marquette
1977,32,MIL,Brian Winters,SG,6-4,185,"March 1, 1952",us,2,South Carolina
1977,9,NYK,Butch Beard,PG,6-3,185,"May 4, 1947",us,6,Louisville
1977,24,NYK,Bill Bradley,SF,6-5,205,"July 28, 1943",us,9,Princeton
1977,14,NYK,Ticky Burden,SG,6-2,185,"February 28, 1953",us,1,Utah
1977,31,NYK,Mel Davis,PF,6-6,220,"November 9, 1950",us,3,St. John's
1977,10,NYK,Walt Frazier,PG,6-4,200,"March 29, 1945",us,9,Southern Illinois
1977,40,NYK,John Gianelli,C,6-10,220,"June 10, 1950",us,4,University of the Pacific
1977,42,NYK,Spencer Haywood,PF,6-8,225,"April 22, 1949",us,7,"Trinidad State Junior College, Detroit Mercy"
1977,18,NYK,Phil Jackson,PF,6-8,220,"September 17, 1945",us,8,University of North Dakota
1977,35,NYK,Mo Layton,SG,6-1,180,"December 24, 1948",us,3,"Phoenix College, USC"
1977,11,NYK,Bob McAdoo,C,6-9,210,"September 25, 1951",us,4,"Vincennes University, UNC"
1977,52,NYK,Tom McMillen,C,6-11,215,"May 26, 1952",us,1,Maryland
1977,5,NYK,Jim McMillian,SF,6-5,215,"March 11, 1948",us,6,Columbia University
1977,7,NYK,Dean Meminger,SG,6-0,175,"May 13, 1948",us,5,Marquette
1977,15,NYK,Earl Monroe,SG,6-3,185,"November 21, 1944",us,9,Winston-Salem State
1977,8,NYK,Lonnie Shelton,PF,6-8,240,"October 19, 1955",us,R,Oregon State
1977,41,NYK,Neal Walk,C,6-10,220,"July 29, 1948",us,7,Florida
1977,33,PHI,Jim Barnett,SG,6-4,170,"July 7, 1944",us,10,Oregon
1977,14,PHI,Henry Bibby,PG,6-1,185,"November 24, 1949",us,4,UCLA
1977,23,PHI,Joe Bryant,PF,6-9,185,"October 19, 1954",us,1,La Salle
1977,3,PHI,Fred Carter,SG,6-3,185,"February 14, 1945",us,7,Mount St. Mary's University
1977,42,PHI,Harvey Catchings,C,6-9,218,"September 2, 1951",us,2,Hardin-Simmons University
1977,20,PHI,Doug Collins,SG,6-6,180,"July 28, 1951",us,3,Illinois State
1977,53,PHI,Darryl Dawkins,C,6-11,251,"January 11, 1957",us,1,
1977,10,PHI,Mike Dunleavy,PG,6-3,180,"March 21, 1954",us,R,South Carolina
1977,6,PHI,Julius Erving,SF,6-7,210,"February 22, 1950",us,5,UMass
1977,21,PHI,World B. Free,SG,6-2,185,"December 9, 1953",us,1,Guilford College
1977,25,PHI,Terry Furlow,SG,6-4,190,"October 18, 1954",us,R,Michigan State
1977,11,PHI,Caldwell Jones,C,6-11,217,"August 4, 1950",us,3,Albany State University
1977,30,PHI,George McGinnis,PF,6-8,235,"August 12, 1950",us,5,Indiana
1977,50,PHI,Steve Mix,SF,6-7,215,"December 30, 1947",us,6,Toledo
1977,33,PHO,Alvan Adams,C,6-9,210,"July 19, 1954",us,1,Oklahoma
1977,21,PHO,Dennis Awtrey,C,6-10,235,"February 22, 1948",us,6,Santa Clara
1977,14,PHO,Keith Erickson,SF,6-5,195,"April 19, 1944",us,11,UCLA
1977,7,PHO,Butch Feher,SG,6-4,185,"May 19, 1954",us,R,Vanderbilt
1977,24,PHO,Gar Heard,PF,6-6,219,"May 3, 1948",us,6,Oklahoma
1977,30,PHO,Ron Lee,PG,6-4,193,"November 2, 1952",us,R,Oregon
1977,18,PHO,Curtis Perry,PF,6-7,220,"September 13, 1948",us,6,Missouri State
1977,54,PHO,Dale Schlueter,C,6-10,225,"November 12, 1945",us,8,Colorado State
1977,40,PHO,Ricky Sobers,SG,6-3,198,"January 15, 1953",us,1,UNLV
1977,32,PHO,Ira Terrell,SF,6-8,200,"June 19, 1954",us,R,SMU
1977,5,PHO,Dick Van Arsdale,SG,6-5,210,"February 22, 1943",us,11,Indiana
1977,4,PHO,Tom Van Arsdale,SF,6-5,202,"February 22, 1943",us,11,Indiana
1977,44,PHO,Paul Westphal,PG,6-4,195,"November 30, 1950",us,4,USC
1977,10,POR,Corky Calhoun,SF,6-7,210,"November 1, 1950",us,4,Penn
1977,16,POR,Johnny Davis,SG,6-2,170,"October 21, 1955",us,R,Dayton
1977,3,POR,Herm Gilliam,SG,6-3,190,"May 5, 1946",us,7,Purdue
1977,30,POR,Bob Gross,SF,6-6,200,"August 3, 1953",us,1,"Seattle University, Cal State Long Beach"
1977,14,POR,Lionel Hollins,PG,6-3,185,"October 19, 1953",us,1,Arizona State
1977,34,POR,Robin Jones,C,6-9,225,"February 2, 1954",us,R,Saint Louis
1977,20,POR,Maurice Lucas,PF,6-9,215,"February 18, 1952",us,2,Marquette
1977,22,POR,Clyde Mayes,PF,6-8,225,"March 17, 1953",us,1,Furman University
1977,36,POR,Lloyd Neal,PF,6-7,225,"December 10, 1950",us,4,Tennessee State
1977,15,POR,Larry Steele,SG,6-5,180,"May 5, 1949",us,5,Kentucky
1977,13,POR,Dave Twardzik,PG,6-1,175,"September 20, 1950",us,4,Old Dominion
1977,42,POR,Wally Walker,SF,6-7,190,"July 18, 1954",us,R,Virginia
1977,32,POR,Bill Walton,C,6-11,210,"November 5, 1952",us,2,UCLA
1978,11,ATL,Ron Behagen,PF,6-9,185,"January 14, 1951",us,4,Minnesota
1978,50,ATL,John Brown,SF,6-7,220,"December 14, 1951",de,4,Missouri
1978,44,ATL,Ken Charles,SG,6-3,180,"July 10, 1951",tt,4,Fordham
1978,14,ATL,Charlie Criss,PG,5-8,165,"November 6, 1948",us,R,New Mexico State
1978,22,ATL,John Drew,SF,6-6,205,"September 30, 1954",us,3,Gardner-Webb University
1978,10,ATL,Steve Hawes,PF,6-9,220,"May 26, 1950",us,3,Washington
1978,24,ATL,Armond Hill,PG,6-4,190,"March 31, 1953",us,1,Princeton
1978,3,ATL,Eddie Johnson,SG,6-2,180,"February 24, 1955",us,R,Auburn
1978,27,ATL,Ollie Johnson,SF,6-6,200,"May 11, 1949",us,5,Temple
1978,54,ATL,Tom McMillen,C,6-11,215,"May 26, 1952",us,2,Maryland
1978,4,ATL,Tony Robertson,SG,6-4,195,"January 1, 1956",us,R,West Virginia
1978,30,ATL,Tree Rollins,C,7-1,235,"June 16, 1955",us,R,Clemson
1978,12,ATL,Claude Terry,SG,6-4,195,"January 12, 1950",us,5,Stanford
1978,54,BOS,Zaid Abdul-Aziz,C,6-9,235,"April 7, 1946",us,9,Iowa State
1978,34,BOS,Jim Ard,C,6-8,215,"September 19, 1948",us,7,Cincinnati
1978,52,BOS,Bob Bigelow,SF,6-7,215,"December 26, 1953",us,2,Penn
1978,44,BOS,Dave Bing,PG,6-3,180,"November 24, 1943",us,11,Syracuse
1978,31,BOS,Tom Boswell,PF,6-9,220,"October 2, 1953",us,2,"South Carolina State, South Carolina"
1978,42,BOS,Don Chaney,SG,6-5,210,"March 22, 1946",us,9,Houston
1978,18,BOS,Dave Cowens,C,6-9,230,"October 25, 1948",us,7,Florida State
1978,7,BOS,Ernie DiGregorio,PG,6-0,180,"January 15, 1951",us,4,Providence
1978,17,BOS,John Havlicek,SF,6-5,203,"April 8, 1940",us,15,Ohio State
1978,33,BOS,Steve Kuberski,PF,6-8,215,"November 6, 1947",us,8,Bradley
1978,30,BOS,Cedric Maxwell,SF,6-8,205,"November 21, 1955",us,R,UNC Charlotte
1978,41,BOS,Curtis Rowe,PF,6-7,225,"July 2, 1949",us,6,UCLA
1978,20,BOS,Fred Saunders,SF,6-7,210,"June 13, 1951",us,3,Syracuse
1978,11,BOS,Charlie Scott,SG,6-5,175,"December 15, 1948",us,7,UNC
1978,27,BOS,Kevin Stacom,SG,6-3,185,"September 4, 1951",us,3,"Holy Cross, Providence"
1978,26,BOS,Kermit Washington,PF,6-8,230,"September 17, 1951",us,4,American University
1978,10,BOS,Jo Jo White,PG,6-3,190,"November 16, 1946",us,8,Kansas
1978,12,BOS,Sidney Wicks,PF,6-8,225,"September 19, 1949",us,6,"Santa Monica College, UCLA"
1978,34,CHI,Jim Ard,C,6-8,215,"September 19, 1948",us,7,Cincinnati
1978,14,CHI,Tate Armstrong,SG,6-3,175,"October 5, 1955",us,R,Duke
1978,18,CHI,Tom Boerwinkle,C,7-0,265,"August 23, 1945",us,9,Tennessee
1978,40,CHI,Derrek Dickey,PF,6-7,218,"March 20, 1951",us,4,Cincinnati
1978,53,CHI,Artis Gilmore,C,7-2,240,"September 21, 1949",us,6,"Gardner-Webb University, Jacksonville University"
1978,35,CHI,Glenn Hansen,SG,6-4,205,"April 21, 1952",us,2,LSU
1978,12,CHI,Wilbur Holland,SG,6-0,175,"November 8, 1951",us,2,New Orleans
1978,8,CHI,Mickey Johnson,PF,6-10,190,"August 31, 1952",us,3,Aurora University
1978,54,CHI,Mark Landsberger,PF,6-8,215,"May 21, 1955",us,R,"Minnesota, Arizona State"
1978,42,CHI,Scott May,SF,6-7,215,"March 19, 1954",us,1,Indiana
1978,15,CHI,John Mengelt,SG,6-2,195,"October 16, 1949",us,6,Auburn
1978,41,CHI,Cliff Pondexter,PF,6-9,233,"September 15, 1954",us,2,Cal State Long Beach
1978,32,CHI,Cazzie Russell,SF,6-5,218,"June 7, 1944",us,11,Michigan
1978,"10, 41",CHI,Steve Sheppard,SF,6-6,215,"March 21, 1954",us,R,Maryland
1978,2,CHI,Norm Van Lier,PG,6-1,173,"April 1, 1947",us,8,Saint Francis University
1978,13,CHI,Nick Weatherspoon,SF,6-7,195,"July 20, 1950",us,4,Illinois
1978,52,CLE,Jim Brewer,PF,6-9,210,"December 3, 1951",us,4,Minnesota
1978,34,CLE,Austin Carr,SG,6-4,200,"March 10, 1948",us,6,Notre Dame
1978,22,CLE,Jim Chones,C,6-11,220,"November 30, 1949",us,5,Marquette
1978,11,CLE,Walt Frazier,PG,6-4,200,"March 29, 1945",us,10,Southern Illinois
1978,25,CLE,Terry Furlow,SG,6-4,190,"October 18, 1954",us,1,Michigan State
1978,30,CLE,Eddie Jordan,PG,6-1,170,"January 29, 1955",us,R,Rutgers University
1978,24,CLE,John Lambert,PF,6-10,225,"January 14, 1953",us,2,USC
1978,21,CLE,Campy Russell,SF,6-8,215,"January 12, 1952",us,3,Michigan
1978,7,CLE,Bingo Smith,SG,6-5,195,"February 26, 1946",us,8,Tulsa
1978,3,CLE,Elmore Smith,C,7-0,250,"May 9, 1949",us,6,Kentucky State University
1978,10,CLE,Dick Snyder,SG,6-5,207,"February 1, 1944",us,11,Davidson
1978,14,CLE,Foots Walker,PG,6-0,184,"May 21, 1951",us,3,"Vincennes University, West Georgia"
1978,24,DET,Marvin Barnes,PF,6-8,210,"July 27, 1952",us,3,Providence
1978,32,DET,Jim Bostic,PF,6-7,225,"January 28, 1953",us,R,New Mexico State
1978,12,DET,Wayman Britt,SG,6-2,185,"August 31, 1952",us,R,Michigan
1978,30,DET,M.L. Carr,SF,6-6,205,"January 9, 1951",us,2,Guilford College
1978,13,DET,Leon Douglas,C,6-10,230,"August 26, 1954",us,1,Alabama
1978,44,DET,Al Eberhard,SF,6-6,225,"May 10, 1952",us,3,Missouri
1978,42,DET,Chris Ford,SG,6-5,190,"January 11, 1949",us,5,Villanova
1978,22,DET,Gus Gerard,SF,6-8,200,"July 27, 1953",us,3,Virginia
1978,16,DET,Bob Lanier,C,6-11,250,"September 10, 1948",us,7,St. Bonaventure
1978,14,DET,Eric Money,PG,6-0,170,"February 6, 1955",us,3,Arizona
1978,8,DET,Willie Norwood,SF,6-7,220,"August 8, 1947",us,6,Alcorn State
1978,50,DET,Ben Poquette,PF,6-9,235,"May 7, 1955",us,R,Central Michigan University
1978,54,DET,Howard Porter,SF,6-8,220,"August 31, 1948",us,6,Villanova
1978,1,DET,Kevin Porter,PG,6-0,170,"April 17, 1950",us,5,Saint Francis University
1978,15,DET,Jim Price,PG,6-3,195,"November 27, 1949",us,5,Louisville
1978,34,DET,John Shumate,PF,6-9,235,"April 6, 1952",us,2,Notre Dame
1978,32,DET,Ralph Simpson,SG,6-5,200,"August 10, 1949",us,7,Michigan State
1978,35,DET,Al Skinner,SG,6-3,190,"June 16, 1952",us,3,UMass
1978,24,GSW,Rick Barry,SF,6-7,205,"March 28, 1944",us,11,Miami (FL)
1978,12,GSW,E.C. Coleman,PF,6-8,225,"September 25, 1950",us,4,Houston Baptist University
1978,41,GSW,Wesley Cox,SF,6-6,215,"January 27, 1955",us,R,Louisville
1978,40,GSW,Derrek Dickey,PF,6-7,218,"March 20, 1951",us,4,Cincinnati
1978,15,GSW,Charles Dudley,PG,6-2,180,"March 5, 1950",us,4,Washington
1978,25,GSW,Rickey Green,PG,6-0,170,"August 18, 1954",us,R,"Vincennes University, Michigan"
1978,10,GSW,Charles Johnson,SG,6-0,170,"March 31, 1949",us,5,California
1978,21,GSW,Ricky Marsh,SG,6-3,200,"March 10, 1954",us,R,Manhattan College
1978,43,GSW,Larry McNeill,PF,6-9,195,"January 31, 1951",us,4,Marquette
1978,0,GSW,Robert Parish,C,7-1,230,"August 30, 1953",us,1,Centenary (LA)
1978,22,GSW,Sonny Parker,SF,6-6,200,"March 22, 1955",us,1,Texas A&M
1978,44,GSW,Clifford Ray,C,6-9,230,"January 21, 1949",us,6,Oklahoma
1978,20,GSW,Phil Smith,SG,6-4,185,"April 22, 1952",us,3,San Francisco
1978,33,GSW,Nate Williams,SG,6-5,215,"May 2, 1950",us,6,Utah State University
1978,27,HOU,Zaid Abdul-Aziz,PF,6-9,235,"April 7, 1946",us,9,Iowa State
1978,34,HOU,Ron Behagen,PF,6-9,185,"January 14, 1951",us,4,Minnesota
1978,30,HOU,Phil Bond,SG,6-2,175,"July 27, 1954",us,R,Louisville
1978,30,HOU,Alonzo Bradley,SF,6-6,190,"October 16, 1953",us,R,Texas Southern
1978,31,HOU,Mike Dunleavy,PG,6-3,180,"March 21, 1954",us,1,South Carolina
1978,27,HOU,John Johnson,SF,6-7,200,"October 18, 1947",us,7,Iowa
1978,13,HOU,Dwight Jones,PF,6-10,210,"February 27, 1952",us,4,Houston
1978,34,HOU,Robin Jones,C,6-9,225,"February 2, 1954",us,1,Saint Louis
1978,44,HOU,Kevin Kunnert,C,7-0,230,"November 11, 1951",us,4,Iowa
1978,25,HOU,C.J. Kupec,SF,6-6,220,"January 26, 1953",us,2,Michigan
1978,15,HOU,John Lucas,PG,6-3,175,"October 31, 1953",us,1,Maryland
1978,24,HOU,Moses Malone,C,6-10,215,"March 23, 1955",us,3,
1978,41,HOU,Larry Moffett,SF,6-8,210,"November 5, 1954",us,R,UNLV
1978,23,HOU,Calvin Murphy,SG,5-9,165,"May 9, 1948",us,7,Niagara University
1978,14,HOU,Mike Newlin,SG,6-4,200,"January 2, 1949",us,6,Utah
1978,42,HOU,Ed Ratleff,SF,6-6,195,"March 29, 1950",us,4,Cal State Long Beach
1978,50,HOU,Robert Reid,SF,6-8,205,"August 30, 1955",us,R,St. Mary's University
1978,45,HOU,Rudy Tomjanovich,SF,6-8,218,"November 24, 1948",us,7,Michigan
1978,32,HOU,Rudy White,SG,6-2,195,"June 23, 1953",us,2,Arizona State
1978,33,LAL,Kareem Abdul-Jabbar,C,7-2,225,"April 16, 1947",us,8,UCLA
1978,5,LAL,Tom Abernethy,SF,6-7,220,"May 6, 1954",us,1,Indiana
1978,2,LAL,Kenny Carr,PF,6-7,220,"August 15, 1955",us,R,NC State
1978,12,LAL,Don Chaney,SG,6-5,210,"March 22, 1946",us,9,Houston
1978,4,LAL,Adrian Dantley,SF,6-5,208,"February 28, 1955",us,1,Notre Dame
1978,30,LAL,Brad Davis,PG,6-3,180,"December 17, 1955",us,R,Maryland
1978,15,LAL,Ernie DiGregorio,PG,6-0,180,"January 15, 1951",us,4,Providence
1978,42,LAL,James Edwards,C,7-0,225,"November 22, 1955",us,R,Washington
1978,35,LAL,Don Ford,PF,6-9,215,"December 31, 1952",us,2,"New Mexico, UC Santa Barbara"
1978,23,LAL,Lou Hudson,SG,6-5,210,"July 11, 1944",us,11,Minnesota
1978,10,LAL,Norm Nixon,PG,6-2,170,"October 11, 1955",us,R,Duquesne
1978,40,LAL,Dave Robisch,C,6-10,235,"December 22, 1949",us,6,Kansas
1978,11,LAL,Charlie Scott,SG,6-5,175,"December 15, 1948",us,7,UNC
1978,43,LAL,Earl Tatum,SG,6-5,185,"July 26, 1953",us,1,Marquette
1978,24,LAL,Kermit Washington,PF,6-8,230,"September 17, 1951",us,4,American University
1978,52,LAL,Jamaal Wilkes,SF,6-6,190,"May 2, 1953",us,3,UCLA
1978,54,MIL,Kent Benson,C,6-10,235,"December 27, 1954",us,R,Indiana
1978,2,MIL,Junior Bridgeman,SF,6-5,210,"September 17, 1953",us,2,Louisville
1978,21,MIL,Quinn Buckner,PG,6-3,190,"August 20, 1954",us,1,Indiana
1978,"25, 51",MIL,Jim Eakins,C,6-11,215,"May 24, 1946",us,9,BYU
1978,22,MIL,Alex English,SF,6-8,190,"January 5, 1954",us,1,South Carolina
1978,40,MIL,John Gianelli,C,6-10,220,"June 10, 1950",us,5,University of the Pacific
1978,20,MIL,Ernie Grunfeld,SG,6-6,210,"April 24, 1955",ro,R,Tennessee
1978,8,MIL,Marques Johnson,SF,6-7,218,"February 8, 1956",us,R,UCLA
1978,"5, 12",MIL,Rich Laurel,SG,6-6,190,"July 11, 1954",us,R,Hofstra
1978,45,MIL,Scott Lloyd,C,6-10,230,"December 19, 1952",us,1,Arizona State
1978,7,MIL,Dave Meyers,PF,6-8,215,"April 21, 1953",us,2,UCLA
1978,18,MIL,Kevin Restani,PF,6-9,225,"December 23, 1951",us,3,San Francisco
1978,11,MIL,Lloyd Walton,PG,6-0,160,"November 23, 1953",us,1,Marquette
1978,32,MIL,Brian Winters,SG,6-4,185,"March 1, 1952",us,3,South Carolina
1978,9,NYK,Butch Beard,PG,6-3,185,"May 4, 1947",us,7,Louisville
1978,14,NYK,Ticky Burden,SG,6-2,185,"February 28, 1953",us,2,Utah
1978,35,NYK,Jim Cleamons,PG,6-3,185,"September 13, 1949",us,6,Ohio State
1978,44,NYK,Glen Gondrezick,SF,6-6,218,"August 30, 1955",us,R,UNLV
1978,42,NYK,Spencer Haywood,PF,6-8,225,"April 22, 1949",us,8,"Trinidad State Junior College, Detroit Mercy"
1978,18,NYK,Phil Jackson,PF,6-8,220,"September 17, 1945",us,9,University of North Dakota
1978,43,NYK,Toby Knight,SF,6-9,210,"May 3, 1955",us,R,Notre Dame
1978,11,NYK,Bob McAdoo,C,6-9,210,"September 25, 1951",us,5,"Vincennes University, UNC"
1978,5,NYK,Jim McMillian,SF,6-5,215,"March 11, 1948",us,7,Columbia University
1978,15,NYK,Earl Monroe,SG,6-3,185,"November 21, 1944",us,10,Winston-Salem State
1978,8,NYK,Lonnie Shelton,PF,6-8,240,"October 19, 1955",us,1,Oregon State
1978,13,NYK,Ray Williams,PG,6-3,188,"October 14, 1954",us,R,Minnesota
1978,14,PHI,Henry Bibby,PG,6-1,185,"November 24, 1949",us,5,UCLA
1978,23,PHI,Joe Bryant,PF,6-9,185,"October 19, 1954",us,2,La Salle
1978,42,PHI,Harvey Catchings,C,6-9,218,"September 2, 1951",us,3,Hardin-Simmons University
1978,20,PHI,Doug Collins,SG,6-6,180,"July 28, 1951",us,4,Illinois State
1978,53,PHI,Darryl Dawkins,C,6-11,251,"January 11, 1957",us,2,
1978,10,PHI,Mike Dunleavy,PG,6-3,180,"March 21, 1954",us,1,South Carolina
1978,6,PHI,Julius Erving,SF,6-7,210,"February 22, 1950",us,6,UMass
1978,21,PHI,World B. Free,SG,6-2,185,"December 9, 1953",us,2,Guilford College
1978,11,PHI,Caldwell Jones,C,6-11,217,"August 4, 1950",us,4,Albany State University
1978,12,PHI,Ted McClain,PG,6-1,180,"August 30, 1946",us,6,Tennessee State
1978,30,PHI,George McGinnis,PF,6-8,235,"August 12, 1950",us,6,Indiana
1978,50,PHI,Steve Mix,SF,6-7,215,"December 30, 1947",us,7,Toledo
1978,34,PHI,Glenn Mosley,PF,6-8,195,"December 26, 1955",us,R,Seton Hall
1978,52,PHI,Wilson Washington,PF,6-9,227,"August 3, 1955",us,R,Old Dominion
1978,33,PHO,Alvan Adams,C,6-9,210,"July 19, 1954",us,2,Oklahoma
1978,21,PHO,Dennis Awtrey,C,6-10,235,"February 22, 1948",us,7,Santa Clara
1978,23,PHO,Mike Bratz,PG,6-2,185,"October 17, 1955",us,R,Stanford
1978,10,PHO,Don Buse,PG,6-4,190,"August 10, 1950",us,5,University of Evansville
1978,6,PHO,Walter Davis,SF,6-6,193,"September 9, 1954",us,R,UNC
1978,35,PHO,Bayard Forrest,C,6-10,235,"July 8, 1954",us,R,Grand Canyon University
1978,25,PHO,Greg Griffin,SF,6-7,190,"September 6, 1952",us,R,Idaho State University
1978,24,PHO,Gar Heard,PF,6-6,219,"May 3, 1948",us,7,Oklahoma
1978,30,PHO,Ron Lee,PG,6-4,193,"November 2, 1952",us,1,Oregon
1978,18,PHO,Curtis Perry,PF,6-7,220,"September 13, 1948",us,7,Missouri State
1978,14,PHO,Alvin Scott,SF,6-7,185,"September 14, 1955",us,R,Oral Roberts
1978,44,PHO,Paul Westphal,SG,6-4,195,"November 30, 1950",us,5,USC
1978,10,POR,Corky Calhoun,SF,6-7,210,"November 1, 1950",us,5,Penn
1978,16,POR,Johnny Davis,SG,6-2,170,"October 21, 1955",us,1,Dayton
1978,44,POR,Jacky Dorsey,SF,6-7,230,"December 18, 1954",us,R,Georgia
1978,23,POR,T.R. Dunn,SG,6-4,192,"February 1, 1955",us,R,Alabama
1978,30,POR,Bob Gross,SF,6-6,200,"August 3, 1953",us,2,"Seattle University, Cal State Long Beach"
1978,14,POR,Lionel Hollins,PG,6-3,185,"October 19, 1953",us,2,Arizona State
1978,20,POR,Maurice Lucas,PF,6-9,215,"February 18, 1952",us,3,Marquette
1978,36,POR,Lloyd Neal,PF,6-7,225,"December 10, 1950",us,5,Tennessee State
1978,24,POR,Willie Norwood,SF,6-7,220,"August 8, 1947",us,6,Alcorn State
1978,25,POR,Tom Owens,C,6-10,215,"June 28, 1949",us,6,South Carolina
1978,54,POR,Dale Schlueter,C,6-10,225,"November 12, 1945",us,9,Colorado State
1978,15,POR,Larry Steele,SG,6-5,180,"May 5, 1949",us,6,Kentucky
1978,13,POR,Dave Twardzik,PG,6-1,175,"September 20, 1950",us,5,Old Dominion
1978,42,POR,Wally Walker,SF,6-7,190,"July 18, 1954",us,1,Virginia
1978,32,POR,Bill Walton,C,6-11,210,"November 5, 1952",us,3,UCLA
1979,14,ATL,Charlie Criss,PG,5-8,165,"November 6, 1948",us,1,New Mexico State
1979,22,ATL,John Drew,SF,6-6,205,"September 30, 1954",us,4,Gardner-Webb University
1979,25,ATL,Terry Furlow,SG,6-4,190,"October 18, 1954",us,2,Michigan State
1979,21,ATL,Jack Givens,SF,6-5,205,"September 21, 1956",us,R,Kentucky
1979,10,ATL,Steve Hawes,PF,6-9,220,"May 26, 1950",us,4,Washington
1979,33,ATL,Keith Herron,SG,6-6,195,"June 14, 1956",us,R,Villanova
1979,24,ATL,Armond Hill,PG,6-4,190,"March 31, 1953",us,2,Princeton
1979,3,ATL,Eddie Johnson,SG,6-2,180,"February 24, 1955",us,1,Auburn
1979,15,ATL,Butch Lee,PG,6-0,185,"December 5, 1956",pr,R,Marquette
1979,54,ATL,Tom McMillen,C,6-11,215,"May 26, 1952",us,3,Maryland
1979,30,ATL,Tree Rollins,C,7-1,235,"June 16, 1955",us,1,Clemson
1979,32,ATL,Dan Roundfield,PF,6-8,205,"May 26, 1953",us,3,Central Michigan University
1979,42,ATL,Rick Wilson,SG,6-5,200,"February 7, 1956",us,R,Louisville
1979,7,BOS,Tiny Archibald,PG,6-1,150,"September 2, 1948",us,7,Texas-El Paso
1979,34,BOS,Dennis Awtrey,C,6-10,235,"February 22, 1948",us,8,Santa Clara
1979,35,BOS,Tom Barker,C,6-11,225,"March 11, 1955",us,1,"Minnesota, College of Southern Idaho, Hawaii"
1979,27,BOS,Marvin Barnes,PF,6-8,210,"July 27, 1952",us,4,Providence
1979,12,BOS,Don Chaney,SG,6-5,210,"March 22, 1946",us,10,Houston
1979,18,BOS,Dave Cowens,C,6-9,230,"October 25, 1948",us,8,Florida State
1979,42,BOS,Chris Ford,SG,6-5,190,"January 11, 1949",us,6,Villanova
1979,32,BOS,Jeff Judkins,SF,6-6,185,"March 23, 1956",us,R,Utah
1979,35,BOS,Billy Knight,SF,6-6,195,"June 9, 1952",us,4,Pitt
1979,30,BOS,Cedric Maxwell,SF,6-8,205,"November 21, 1955",us,1,UNC Charlotte
1979,11,BOS,Bob McAdoo,C,6-9,210,"September 25, 1951",us,6,"Vincennes University, UNC"
1979,53,BOS,Rick Robey,C,6-11,230,"January 30, 1956",us,R,Kentucky
1979,41,BOS,Curtis Rowe,PF,6-7,225,"July 2, 1949",us,7,UCLA
1979,45,BOS,Frankie Sanders,SF,6-6,200,"January 23, 1957",us,R,Southern University and A&M College
1979,27,BOS,Kevin Stacom,SG,6-3,185,"September 4, 1951",us,4,"Holy Cross, Providence"
1979,43,BOS,Earl Tatum,SG,6-5,185,"July 26, 1953",us,2,Marquette
1979,10,BOS,Jo Jo White,PG,6-3,190,"November 16, 1946",us,9,Kansas
1979,52,BOS,Earl Williams,C,6-7,230,"March 24, 1951",us,3,Winston-Salem State
1979,14,CHI,Tate Armstrong,SG,6-3,175,"October 5, 1955",us,1,Duke
1979,50,CHI,John Brown,SF,6-7,220,"December 14, 1951",de,5,Missouri
1979,5,CHI,Charles Dudley,PG,6-2,180,"March 5, 1950",us,5,Washington
1979,53,CHI,Artis Gilmore,C,7-2,240,"September 21, 1949",us,7,"Gardner-Webb University, Jacksonville University"
1979,12,CHI,Wilbur Holland,SG,6-0,175,"November 8, 1951",us,3,New Orleans
1979,8,CHI,Mickey Johnson,PF,6-10,190,"August 31, 1952",us,4,Aurora University
1979,27,CHI,Ollie Johnson,SF,6-6,200,"May 11, 1949",us,6,Temple
1979,54,CHI,Mark Landsberger,PF,6-8,215,"May 21, 1955",us,1,"Minnesota, Arizona State"
1979,45,CHI,Scott Lloyd,C,6-10,230,"December 19, 1952",us,2,Arizona State
1979,17,CHI,Scott May,SF,6-7,215,"March 19, 1954",us,2,Indiana
1979,15,CHI,John Mengelt,SG,6-2,195,"October 16, 1949",us,7,Auburn
